,上海沛帛纸业有限公司（23.6.5）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,报 价 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
客户：浙江经纬印业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,以下产品如开FSC发票+300元，满1000元免费送物流站，不满1000元+80元短途费送物流站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,花式纸因国内外价格涨幅太快，产品另询单价,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,                                                   日期：2023.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,品名,颜色,编号,克重,厚度,计价方式,吨价,张/件,张/包,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,易可诺,白色/米色,JEC175,150,21,克重计价,10500,6000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,JEC215,180,27,,,4000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,JEC250,200,32,,,3500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,JEC300,220,36,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,JEC350,270,45,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,新雪锦,高白,TSJ135,,14,编号计价,10000,6000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TSJ180,,20,,,5000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TSJ230,,25,,,4000,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TSJ270,,31,,,3500,,-500,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TSJ310,,36,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TSJ330,,38,,,3000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,宣清,,XQ085,,12,编号计价,10500,7500,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XQ105,,15,,,7000,,-100,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XQ128,,18,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XQ157,,22,,,4000,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,画意,,HY115,85,11.5,克重计价,10000,9000,500,FSC MIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HY145,105,14.5,,,7500,250,-600,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HY175,128,17.5,,,6000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HY220,157,22,,,5000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,美雪丝光铜,丝光白,ES150,150,12.5,克重计价,16000,6400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES170,170,14.5,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES200,200,18,,,4500,125,1500,↑,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES250,250,23,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES300,300,28,,,2700,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ES350,350,33,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,奢雅映像,自然白,GP135,135,12,克重计价,11500,8000,250/125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GP170,170,15,,,5000,125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GP200,200,18,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,星玲珑,白色,NS105,,11,编号计价,12500,7000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,白色       自然白,NS130,,14,,,5500,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NS160,,18,,,4500,,-300,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NS190,,22,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NS210,,25,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NS260,,31,,,2500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,欣笙超感,白色,RBC105,,10,编号计价,14000,10000,250,FSC RECYCLED 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBC145,,14,,,7000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBC195,,19,,,5000,200,-1500,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBC285,,28,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBC345,,34,,,3000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未     涂     布     纸     张,欣笙滑面,白色,RBU080,,9,编号计价,13000,10000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBU120,,14,,,7000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBU160,,18,,,5000,200,-1500,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBU250,,27,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBU300,,34,,,3000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,RBU330,,36,,,2800,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,欧雪,超白/原白,SN80原白,,,编号计价,9200,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN115,,13,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN135,,15,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN150,,18,,,6000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN180,,21,,,5000,200,-300,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN225,,26,,,4000,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN260,,30,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN300,,35,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN350,,40,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SN400,,48,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,王牌超滑,高白,KP180,,20,编号计价,9500,4000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KP240,,27,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KP280,,32,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KP315,,36,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KP360,,41,,,2000,,-300,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,象牙色,KP180,,21,,,4000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KP240,,27,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KP300,,33,,,2500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,克拉克,雪白,CL230,,26,编号计价,9500,4000,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CL270,,30,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CL310,,35,,,3000,,-600,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CL360,,41,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,伊丽莎白,英国白卡,EL180,,21,编号计价,9500,5000,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EL250,,30,,,3500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EL280,,35,,,3000,,-800,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EL330,,40,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,美雪画刊,象牙色,HK080,,85,编号计价,8900,13000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HK100,,11,,,10000,250,-400,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HK120,,13,,,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,棉雪,亮白,MH120,,14.5,编号计价,8800,6800,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MH205,,25,,,3900,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MH260,,32,,,3100,,-700,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MH310,,38,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MH360,,44,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,优美书纸,,YM070,,7.5,编号计价,9800,13000,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,YM080,,8.5,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,YM100,,10.5,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
珠光纸,炫丽星幻  ,银白/珠白,XL120,787*1092（零售价）,6.00 ,889*635 （零售价）,4.00 ,68折,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XL160,,6.60 ,,4.40 ,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XL215,,8.70 ,,5.60 ,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XL250,,10.40 ,,7.00 ,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,XL285,,11.80 ,,7.80 ,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,晶彩,娟白,JC140、JC220、JC270、JC315、JC360,,,,,16500,200/100,-200,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,魔幻    ,冰白金,MG240、MG260、MG300、MG350,,,,,14500,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
创意色纸,普瑞特色卡,自然棕、绅士灰、金黄、大红、酒红、深海蓝、咖啡棕、纯正黑,,,PR135,787*1092,3.48,85折,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,PR270,787*1092,6.96 ,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,阿美尼,浅灰、大红、深蓝、摩卡、黑色,,,AM135,787*1092,6.96,85折,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AM270,787*1092,11.18,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,潘朵拉星幻,香槟金,,,PD1501,787*1092,6.7,85折,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,PD2851,787*1092,9.8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,银灰、鎏金、古铜金、魅力红、星月蓝、咖啡金、黑玉,,,PD120,787*1092,5.36,85折,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,PD250,787*1092,8.59,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
纹路类纸张,品柔系列,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,风采系列,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,星炫系列,原纸（珠光纸张价格）+0.3单面+0.5双面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,彩妆系列,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蚕丝,LAT1301,雪白,787*1092,5.40 ,LAT1302,银白,787*1092,6.4,65折,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAT1751,,,7.20 ,LAT1752,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAT2201,,,9.00 ,LAT2202,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAT2701,,,11.20 ,LAT2702,,,12.2,,原7折,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAT3301,,,13.80 ,LAT3302,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,卡LAT3701,,,9.00 ,卡LAT3702,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,卡LAT3703,冰白,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罗莎,TAT1201,雪白,1092*787,4.20 ,TAT1201,银白,1092*787,5.60 ,65折,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAT1801,,,6.20 ,TAT1801,,,7.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAT2401,,,8.80 ,TAT2401,,,12.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAT3101,,,11.80 ,TAT3101,,,14.60 ,,原7折,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAT3601,,,13.80 ,TAT3601,,,16.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,卡TAT3301,,889*1194,8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
细面,SAT1201,细棉超感,787*1092,3.80 ,SAT1101,雪白,787*1092,3.80 ,65折,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAT1202,细棉安格,,4.20 ,SAT1102,银白,,5.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAT1203,细棉采石,,4.20 ,SAT1103,毯纹,,3.80 ,,原7折,↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAT1204,细棉丁特,,4.20 ,SAT2203,毯纹,,7.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAT1205,细棉珠光,,5.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
